Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,December 2022,Western Canada,Canada,"4,700"
Air,December 2022,New England (inc Maine),United States,0
Air,December 2022,Middle Atlantic,United States,0
Air,December 2022,East North Central,United States,100
Air,December 2022,West North Central,United States,100
Air,December 2022,South Atlantic,United States,600
Air,December 2022,East South Central,United States,100
Air,December 2022,West South Central,United States,100
Air,December 2022,Mountain,United States,100
Air,December 2022,Pacific,United States,300
Air,December 2022,United Kingdom,Overseas,200
Air,December 2022,Germany,Overseas,100
Air,December 2022,Other Europe,Overseas,"2,000"
Air,December 2022,Other Overseas,Overseas,500
Road,December 2022,Atlantic Canada,Canada,"52,800"
Road,December 2022,Quebec,Canada,"1,500"
Road,December 2022,Ontario,Canada,"7,400"
Road,December 2022,Western Canada,Canada,"1,400"
Road,December 2022,Maine,United States,300
Road,December 2022,Other New England,United States,400
Road,December 2022,Middle Atlantic,United States,100
Road,December 2022,East North Central,United States,100
Road,December 2022,West North Central,United States,0
Road,December 2022,South Atlantic,United States,100
Road,December 2022,East South Central,United States,0
Road,December 2022,West South Central,United States,0
Road,December 2022,Mountain,United States,0
Road,December 2022,Pacific,United States,0
Air,January 2023,Atlantic Canada,Canada,"12,900"
Air,January 2023,Quebec,Canada,"1,900"
Air,January 2023,Ontario,Canada,"11,800"
Air,January 2023,Western Canada,Canada,"3,400"
Air,January 2023,New England (inc Maine),United States,200
Air,January 2023,Middle Atlantic,United States,100
Air,January 2023,East North Central,United States,100
Air,January 2023,West North Central,United States,300
Air,January 2023,South Atlantic,United States,500
Air,January 2023,East South Central,United States,0
Air,January 2023,West South Central,United States,100
Air,January 2023,Mountain,United States,300
Air,January 2023,Pacific,United States,100
Air,January 2023,United Kingdom,Overseas,"2,400"
Air,January 2023,Germany,Overseas,100
Air,January 2023,Other Europe,Overseas,"1,200"
Air,January 2023,Other Overseas,Overseas,900
Road,January 2023,Atlantic Canada,Canada,"44,000"
Road,January 2023,Quebec,Canada,"1,200"
Road,January 2023,Ontario,Canada,"5,500"
Road,January 2023,Western Canada,Canada,"1,000"
Road,January 2023,Maine,United States,200
Road,January 2023,Other New England,United States,300
Road,January 2023,Middle Atlantic,United States,100
Road,January 2023,East North Central,United States,0
Road,January 2023,West North Central,United States,0
Road,January 2023,South Atlantic,United States,100
Road,January 2023,East South Central,United States,0
Road,January 2023,West South Central,United States,0
Road,January 2023,Mountain,United States,0
Road,January 2023,Pacific,United States,0
Road,January 2023,Overseas,Overseas,0
Air,February 2023,Atlantic Canada,Canada,"19,200"
Air,February 2023,Quebec,Canada,"1,100"
Air,February 2023,Ontario,Canada,"8,900"
Air,February 2023,Western Canada,Canada,"3,500"
Air,February 2023,New England (inc Maine),United States,0
Air,February 2023,Middle Atlantic,United States,100
Air,February 2023,East North Central,United States,0
Air,February 2023,West North Central,United States,100
Air,February 2023,South Atlantic,United States,500
Air,February 2023,East South Central,United States,0
Air,February 2023,West South Central,United States,100
Air,February 2023,Mountain,United States,100
Air,February 2023,Pacific,United States,100
Air,February 2023,United Kingdom,Overseas,"3,100"
Air,February 2023,Germany,Overseas,0
Air,February 2023,Other Europe,Overseas,"1,000"
Air,February 2023,Other Overseas,Overseas,500
Road,February 2023,Atlantic Canada,Canada,"46,800"
Road,February 2023,Quebec,Canada,900
Road,February 2023,Ontario,Canada,"4,300"
Road,February 2023,Western Canada,Canada,"1,000"
Road,February 2023,Maine,United States,200
Road,February 2023,Other New England,United States,200
Road,February 2023,Middle Atlantic,United States,0
Road,February 2023,East North Central,United States,0
Road,February 2023,West North Central,United States,0
Road,February 2023,South Atlantic,United States,0
Road,February 2023,East South Central,United States,0
Road,February 2023,West South Central,United States,0
Road,February 2023,Mountain,United States,0
Road,February 2023,Pacific,United States,0
Road,February 2023,Overseas,Overseas,0
Air,March 2023,Atlantic Canada,Canada,"12,400"
Air,March 2023,Quebec,Canada,"2,300"
Air,March 2023,Ontario,Canada,"14,100"
Air,March 2023,Western Canada,Canada,"4,600"
Air,March 2023,New England (inc Maine),United States,0
Air,March 2023,Middle Atlantic,United States,100
Air,March 2023,East North Central,United States,0
Air,March 2023,West North Central,United States,100
Air,March 2023,South Atlantic,United States,100
Air,March 2023,East South Central,United States,0
Air,March 2023,West South Central,United States,0
Air,March 2023,Mountain,United States,0
Air,March 2023,Pacific,United States,400
Air,March 2023,United Kingdom,Overseas,700
Air,March 2023,Germany,Overseas,0
Air,March 2023,Other Europe,Overseas,200
Air,March 2023,Other Overseas,Overseas,400
Road,March 2023,Atlantic Canada,Canada,"59,900"
Road,March 2023,Quebec,Canada,"1,700"
Road,March 2023,Ontario,Canada,"7,600"
Road,March 2023,Western Canada,Canada,"1,600"
Road,March 2023,Maine,United States,300
Road,March 2023,Other New England,United States,400
Road,March 2023,Middle Atlantic,United States,100
Road,March 2023,East North Central,United States,0
Road,March 2023,West North Central,United States,0
Road,March 2023,South Atlantic,United States,100
Road,March 2023,East South Central,United States,0
Road,March 2023,West South Central,United States,0
Road,March 2023,Mountain,United States,0
Road,March 2023,Pacific,United States,0
Road,March 2023,Overseas,Overseas,0
Air,April 2023,Atlantic Canada,Canada,"13,400"
Air,April 2023,Quebec,Canada,"1,800"
Air,April 2023,Ontario,Canada,"14,700"
Air,April 2023,Western Canada,Canada,"4,700"
Air,April 2023,New England (inc Maine),United States,0
Air,April 2023,Middle Atlantic,United States,0
Air,April 2023,East North Central,United States,0
Air,April 2023,West North Central,United States,200
Air,April 2023,South Atlantic,United States,500
Air,April 2023,East South Central,United States,0
Air,April 2023,West South Central,United States,100
Air,April 2023,Mountain,United States,100
Air,April 2023,Pacific,United States,100
Air,April 2023,United Kingdom,Overseas,"1,700"
Air,April 2023,Germany,Overseas,300
Air,April 2023,Other Europe,Overseas,700
Air,April 2023,Other Overseas,Overseas,500
Road,April 2023,Atlantic Canada,Canada,"58,700"
Road,April 2023,Quebec,Canada,"2,000"
Road,April 2023,Ontario,Canada,"10,700"
Road,April 2023,Western Canada,Canada,"2,000"
Road,April 2023,Maine,United States,500
Road,April 2023,Other New England,United States,700
Road,April 2023,Middle Atlantic,United States,200
Road,April 2023,East North Central,United States,0
Road,April 2023,West North Central,United States,0
Road,April 2023,South Atlantic,United States,200
Road,April 2023,East South Central,United States,0
Road,April 2023,West South Central,United States,0
Road,April 2023,Mountain,United States,0
Road,April 2023,Pacific,United States,0
Road,April 2023,Overseas,Overseas,0
Air,May 2023,Atlantic Canada,Canada,"10,200"
Air,May 2023,Quebec,Canada,"3,400"
Air,May 2023,Ontario,Canada,"27,400"
Air,May 2023,Western Canada,Canada,"10,100"
Air,May 2023,New England (inc Maine),United States,0
Air,May 2023,Middle Atlantic,United States,500
Air,May 2023,East North Central,United States,100
Air,May 2023,West North Central,United States,200
Air,May 2023,South Atlantic,United States,900
Air,May 2023,East South Central,United States,0
Air,May 2023,West South Central,United States,300
Air,May 2023,Mountain,United States,600
Air,May 2023,Pacific,United States,100
Air,May 2023,United Kingdom,Overseas,"2,400"
Air,May 2023,Germany,Overseas,200
Air,May 2023,Other Europe,Overseas,"1,100"
Air,May 2023,Other Overseas,Overseas,800
Road,May 2023,Atlantic Canada,Canada,"70,400"
Road,May 2023,Quebec,Canada,"3,600"
Road,May 2023,Ontario,Canada,"17,600"
Road,May 2023,Western Canada,Canada,"3,600"
Road,May 2023,Maine,United States,"1,000"
Road,May 2023,Other New England,United States,"1,700"
Road,May 2023,Middle Atlantic,United States,600
Road,May 2023,East North Central,United States,300
Road,May 2023,West North Central,United States,100
Road,May 2023,South Atlantic,United States,700
Road,May 2023,East South Central,United States,100
Road,May 2023,West South Central,United States,200
Road,May 2023,Mountain,United States,100
Road,May 2023,Pacific,United States,200
Road,May 2023,Overseas,Overseas,100
Air,June 2023,Atlantic Canada,Canada,"10,100"
Air,June 2023,Quebec,Canada,"4,400"
Air,June 2023,Ontario,Canada,"36,600"
Air,June 2023,Western Canada,Canada,"19,000"
Air,June 2023,New England (inc Maine),United States,"1,100"
Air,June 2023,Middle Atlantic,United States,600
Air,June 2023,East North Central,United States,300
Air,June 2023,West North Central,United States,"1,800"
Air,June 2023,South Atlantic,United States,"2,400"
Air,June 2023,East South Central,United States,200
Air,June 2023,West South Central,United States,500
Air,June 2023,Mountain,United States,"1,400"
Air,June 2023,Pacific,United States,200
Air,June 2023,United Kingdom,Overseas,"2,500"
Air,June 2023,Germany,Overseas,"3,600"
Air,June 2023,Other Europe,Overseas,"1,800"
Air,June 2023,Other Overseas,Overseas,"2,300"
Road,June 2023,Atlantic Canada,Canada,"67,500"
Road,June 2023,Quebec,Canada,"7,400"
Road,June 2023,Ontario,Canada,"28,800"
Road,June 2023,Western Canada,Canada,"5,800"
Road,June 2023,Maine,United States,"1,800"
Road,June 2023,Other New England,United States,"4,400"
Road,June 2023,Middle Atlantic,United States,"1,800"
Road,June 2023,East North Central,United States,800
Road,June 2023,West North Central,United States,200
Road,June 2023,South Atlantic,United States,"2,400"
Road,June 2023,East South Central,United States,300
Road,June 2023,West South Central,United States,500
Road,June 2023,Mountain,United States,600
Road,June 2023,Pacific,United States,500
Road,June 2023,Overseas,Overseas,200
Air,July 2023,Atlantic Canada,Canada,"7,700"
Air,July 2023,Quebec,Canada,"2,000"
Air,July 2023,Ontario,Canada,"54,000"
Air,July 2023,Western Canada,Canada,"28,700"
Air,July 2023,New England (inc Maine),United States,400
Air,July 2023,Middle Atlantic,United States,600
Air,July 2023,East North Central,United States,800
Air,July 2023,West North Central,United States,"1,200"
Air,July 2023,South Atlantic,United States,"2,900"
Air,July 2023,East South Central,United States,100
Air,July 2023,West South Central,United States,"1,200"
Air,July 2023,Mountain,United States,"1,600"
Air,July 2023,Pacific,United States,"1,300"
Air,July 2023,United Kingdom,Overseas,"4,000"
Air,July 2023,Germany,Overseas,"1,800"
Air,July 2023,Other Europe,Overseas,"3,700"
Air,July 2023,Other Overseas,Overseas,"5,400"
Road,July 2023,Atlantic Canada,Canada,"101,800"
Road,July 2023,Quebec,Canada,"21,200"
Road,July 2023,Ontario,Canada,"71,900"
Road,July 2023,Western Canada,Canada,"10,400"
Road,July 2023,Maine,United States,"3,000"
Road,July 2023,Other New England,United States,"9,100"
Road,July 2023,Middle Atlantic,United States,"4,000"
Road,July 2023,East North Central,United States,"1,800"
Road,July 2023,West North Central,United States,700
Road,July 2023,South Atlantic,United States,"3,900"
Road,July 2023,East South Central,United States,500
Road,July 2023,West South Central,United States,"1,100"
Road,July 2023,Mountain,United States,"1,200"
Road,July 2023,Pacific,United States,"1,100"
Road,July 2023,Overseas,Overseas,400
Air,August 2023,Atlantic Canada,Canada,"11,200"
Air,August 2023,Quebec,Canada,"3,100"
Air,August 2023,Ontario,Canada,"56,800"
Air,August 2023,Western Canada,Canada,"33,900"
Air,August 2023,New England (inc Maine),United States,600
Air,August 2023,Middle Atlantic,United States,200
Air,August 2023,East North Central,United States,500
Air,August 2023,West North Central,United States,"1,000"
Air,August 2023,South Atlantic,United States,"4,700"
Air,August 2023,East South Central,United States,100
Air,August 2023,West South Central,United States,"1,200"
Air,August 2023,Mountain,United States,"1,800"
Air,August 2023,Pacific,United States,"1,700"
Air,August 2023,United Kingdom,Overseas,"2,700"
Air,August 2023,Germany,Overseas,"4,900"
Air,August 2023,Other Europe,Overseas,"2,400"
Air,August 2023,Other Overseas,Overseas,"7,900"
Road,August 2023,Atlantic Canada,Canada,"108,500"
Road,August 2023,Quebec,Canada,"21,600"
Road,August 2023,Ontario,Canada,"78,700"
Road,August 2023,Western Canada,Canada,"11,300"
Road,August 2023,Maine,United States,"3,300"
Road,August 2023,Other New England,United States,"10,000"
Road,August 2023,Middle Atlantic,United States,"4,600"
Road,August 2023,East North Central,United States,"1,400"
Road,August 2023,West North Central,United States,700
Road,August 2023,South Atlantic,United States,"3,900"
Road,August 2023,East South Central,United States,300
Road,August 2023,West South Central,United States,800
Road,August 2023,Mountain,United States,"1,100"
Road,August 2023,Pacific,United States,"1,000"
Road,August 2023,Overseas,Overseas,600
Air,September 2023,Atlantic Canada,Canada,"10,300"
Air,September 2023,Quebec,Canada,"4,300"
Air,September 2023,Ontario,Canada,"40,500"
Air,September 2023,Western Canada,Canada,"26,000"
Air,September 2023,New England (inc Maine),United States,100
Air,September 2023,Middle Atlantic,United States,200
Air,September 2023,East North Central,United States,400
